id,name,score,url,address
704759,郑州橡树5季酒店,4.2,/hotel/704759.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_21,金水区农业路21号
21124036,郑州爱之酒店,4.6,/hotel/21124036.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_22,中原区高新区雪松路与迎春街交叉口豪客来
1728856,郑州华商国际商务酒店,4.3,/hotel/1728856.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_23,二七区中原路与大学路交叉口向东50米路南
29921867,郑州玖特悦享酒店,4.8,/hotel/29921867.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_24,中原区瑞达路与化工路交叉口西北角
35970674,郑州桔子·轻雅酒店,4.9,/hotel/35970674.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_25,航空港区金港大道云鹤厂院内1号楼北侧
28311351,郑州迹遇酒店,4.3,/hotel/28311351.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_1,郑东新区商都路与黄河南路交叉口西北角三楼
29409663,郑州顺航精品酒店,4.7,/hotel/29409663.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_2,航空港区锦荣悦汇城C座9层
23565581,非繁城品酒店(郑州马寨工业园店),4.5,/hotel/23565581.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_3,二七区马寨镇工业路1号
690109,郑州大同宾馆,4,/hotel/690109.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_4,二七区大同路3号
11407569,格瑞斯天籁酒店(郑州火车站二七广场店),4.2,/hotel/11407569.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_5,管城回族区陇海路南关街交叉口向南100米路东
19600000,郑州禧来假日酒店,4.2,/hotel/19600000.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_6,金水区花园路33号嘉辰时代广场花园路与农业路交叉口南100米路东
6868630,郑州豫鹰宾馆,4.2,/hotel/6868630.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_7,金水区金水东路与通泰路交叉口南50米
1729330,郑州嵩阳饭店,4,/hotel/1729330.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_8,中原区嵩山路与中原路交叉口
1006482,郑州中天迎宾馆,4.2,/hotel/1006482.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_9,金水区黄河路与政六街向北100米路东
25305937,未来中州颐和酒店(郑州科技学院学术交流中心店),4.6,/hotel/25305937.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_10,二七区马寨镇学院路1号
13928941,郑州仟之悦酒店,4.3,/hotel/13928941.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_11,管城回族区航海东路与第二十二大街交叉口向东150路北
929931,河南德亿大酒店,4,/hotel/929931.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_12,金水区金水路267号
1936677,郑州豫棉宾馆,4.3,/hotel/1936677.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_13,金水区红专路与政六街交叉口向西150米路北
